user,gender,age,occupation,zip_code,categories,n_interactions,all_categories
1199,M,35,7,72703,1	0	,211.0,1	0
408,M,18,4,78613,1	6	,395.0,1	6
651,M,35,5,70123,1	8	,314.0,1	8
1644,M,18,4,52405,1	6	,161.0,1	6
5594,M,56,13,45322-3132,1	14	,0.0,1	14
5839,F,1,10,10025,18	11	,0.0,18	11
3246,M,45,0,33460,1	2	,70.0,1	2
4784,M,18,4,22906,1	6	,31.0,1	6
1499,M,45,2,06513,1	20	,177.0,1	20
326,M,50,0,29678,1	2	,435.0,1	2
2581,M,50,7,76054,1	0	,99.0,1	0
2816,M,25,6,62702,1	9	,88.0,1	9
5787,M,50,7,76054,1	0	,0.0,1	0
3449,M,25,17,94118,1	4	,64.0,1	4
623,M,50,0,01379,1	2	,321.0,1	2
4518,M,56,1,85374,1	5	,36.0,1	5
5738,F,25,0,65775,18	2	,0.0,18	2
832,M,50,7,39648,1	0	,276.0,1	0
223,M,50,16,29464,1	22	,511.0,1	22
1108,M,18,4,61820,1	6	,224.0,1	6
35,M,25,20,15701,1	21	,827.0,1	21
1330,M,25,7,38261,1	0	,195.0,1	0
54,M,45,7,92503,1	0	,744.0,1	0
1890,M,35,7,62234,1	0	,142.0,1	0
1824,M,25,1,16508,1	5	,146.0,1	5
4956,M,56,0,61704,1	2	,29.0,1	2
2401,M,18,3,48604,1	15	,108.0,1	15
5571,M,56,13,29449,1	14	,0.0,1	14
3821,M,18,4,53142,1	6	,53.0,1	6
763,F,18,1,48067,18	5	,288.0,18	5
2944,M,25,0,80903,1	2	,82.0,1	2
4796,M,50,7,38135,1	0	,31.0,1	0
849,M,25,4,45810,1	6	,272.0,1	6
1327,M,35,12,15202,1	19	,196.0,1	19
1782,M,45,1,81004,1	5	,150.0,1	5
624,M,18,2,55304,1	20	,321.0,1	20
1129,M,25,2,55113,1	20	,221.0,1	20
5768,M,25,14,10021,1	12	,0.0,1	12
1855,M,25,20,10012,1	21	,145.0,1	21
5924,M,18,0,38111,1	2	,0.0,1	2
4027,M,25,14,27605,1	12	,47.0,1	12
4331,M,35,6,84102,1	9	,40.0,1	9
3870,F,35,1,92103,18	5	,51.0,18	5
1515,M,18,4,85701,1	6	,174.0,1	6
2226,M,25,7,10025,1	0	,118.0,1	0
3910,M,25,12,53045,1	19	,50.0,1	19
3491,M,18,4,72202,1	6	,63.0,1	6
515,M,18,19,17517,1	13	,356.0,1	13
4805,M,18,12,53715,1	19	,31.0,1	19
5405,F,45,1,01379,18	5	,23.0,18	5
5407,M,25,12,0956456,1	19	,23.0,1	19
4968,M,35,19,01054,1	13	,29.0,1	13
3574,F,25,14,94301,18	12	,60.0,18	12
3122,M,1,10,55427,1	11	,75.0,1	11
5404,M,35,0,94610,1	2	,23.0,1	2
36,M,25,2,11105,1	20	,821.0,1	20
4275,M,56,1,53705,1	5	,41.0,1	5
5279,M,25,16,47274,1	22	,25.0,1	22
4066,M,25,7,49686,1	0	,46.0,1	0
6027,M,18,12,02115,1	19	,0.0,1	19
5960,M,18,2,27514,1	20	,0.0,1	20
5772,F,1,10,99016,18	11	,0.0,18	11
5278,M,18,16,24541,1	22	,25.0,1	22
3146,M,18,12,60622,1	19	,74.0,1	19
2621,M,25,0,22306,1	2	,97.0,1	2
4528,F,35,16,48237,18	22	,36.0,18	22
5880,F,25,9,48306,18	7	,0.0,18	7
3512,F,18,9,73008,18	7	,62.0,18	7
1624,M,45,16,55011,1	22	,163.0,1	22
3400,M,25,14,02134,1	12	,66.0,1	12
5739,M,35,14,48217,1	12	,0.0,1	12
4323,M,25,7,05346,1	0	,40.0,1	0
908,M,25,0,69301,1	2	,261.0,1	2
2649,F,25,9,84037,18	7	,96.0,18	7
900,M,35,10,94133,1	11	,262.0,1	11
4468,F,25,6,22903,18	9	,37.0,18	9
5277,M,35,12,19107,1	19	,25.0,1	19
4994,M,35,14,94085,1	12	,29.0,1	12
1998,M,35,17,19473,1	4	,134.0,1	4
3051,M,18,4,98105,1	6	,78.0,1	6
811,F,25,4,90034,18	6	,279.0,18	6
3087,M,25,0,21532,1	2	,77.0,1	2
4667,M,45,17,60185,1	4	,33.0,1	4
2620,M,35,7,21013,1	0	,97.0,1	0
2066,F,1,10,17036,18	11	,129.0,18	11
1970,M,50,16,11963,1	22	,136.0,1	22
4223,M,25,4,60614,1	6	,42.0,1	6
4736,F,1,10,03608,18	11	,32.0,18	11
5403,F,25,7,48237,18	0	,23.0,18	0
1792,M,35,7,48306,1	0	,149.0,1	0
250,M,25,0,02134,1	2	,486.0,1	2
130,F,18,4,63332,18	6	,623.0,18	6
2119,F,56,13,97113,18	14	,126.0,18	14
3282,M,25,1,19103,1	5	,69.0,1	5
4205,F,25,0,55408,18	2	,43.0,18	2
5450,M,50,1,48371,1	5	,0.0,1	5
3570,F,45,0,11372,18	2	,60.0,18	2
677,M,35,7,30324,1	0	,309.0,1	0
4034,M,25,4,01604,1	6	,47.0,1	6
5051,M,35,14,07920,1	12	,28.0,1	12
4198,F,25,4,48042,18	6	,43.0,18	6
2474,M,25,17,02139,1	4	,105.0,1	4
4036,F,18,20,55104,18	21	,47.0,18	21
532,M,25,15,02143,1	17	,348.0,1	17
1640,M,18,4,66044,1	6	,162.0,1	6
952,F,45,1,43202,18	5	,252.0,18	5
4769,M,35,16,55303,1	22	,31.0,1	22
3155,M,25,18,97034,1	3	,74.0,1	3
1669,F,18,4,94611,18	6	,158.0,18	6
5883,F,25,4,22207,18	6	,0.0,18	6
2674,F,35,3,48237,18	15	,95.0,18	15
4195,F,35,0,04287,18	2	,43.0,18	2
1100,M,25,0,46240,1	2	,226.0,1	2
2283,M,35,14,55415,1	12	,115.0,1	12
3546,M,35,7,10021,1	0	,61.0,1	0
4777,F,35,2,33619,18	20	,31.0,18	20
4090,M,25,15,10461,1	17	,45.0,1	17
1742,M,25,15,92656,1	17	,152.0,1	17
2531,F,1,10,90291,18	11	,102.0,18	11
291,M,25,0,27403,1	2	,463.0,1	2
3565,F,25,0,02144,18	2	,60.0,18	2
1483,F,25,4,53951,18	6	,179.0,18	6
2257,F,25,4,53951,18	6	,117.0,18	6
835,F,18,4,78705,18	6	,275.0,18	6
4629,F,18,4,94702,18	6	,34.0,18	6
3060,M,25,12,41042,1	19	,77.0,1	19
5720,F,45,1,10469,18	5	,0.0,18	5
2121,M,25,17,61615,1	4	,125.0,1	4
4966,M,25,20,11717,1	21	,29.0,1	21
3654,F,25,6,55433,18	9	,58.0,18	9
3365,M,25,14,97202,1	12	,67.0,1	12
2148,F,25,1,97225,18	5	,124.0,18	5
2250,F,18,17,94606,18	4	,117.0,18	4
1765,M,25,4,94305,1	6	,151.0,1	6
5660,M,25,12,55433,1	19	,0.0,1	19
4742,M,25,16,22207,1	22	,32.0,1	22
3918,M,25,12,84062,1	19	,50.0,1	19
3510,M,25,7,92691,1	0	,63.0,1	0
672,M,25,14,97219,1	12	,310.0,1	12
2838,M,56,1,45224,1	5	,88.0,1	5
5726,F,56,6,23225,18	9	,0.0,18	9
5268,F,18,4,94309,18	6	,25.0,18	6
5267,F,25,4,94610,18	6	,25.0,18	6
2525,M,18,4,94111,1	6	,102.0,1	6
3794,M,25,0,98040,1	2	,54.0,1	2
3253,M,1,0,48302,1	2	,70.0,1	2
2576,M,50,20,98119,1	21	,99.0,1	21
722,M,18,4,94703,1	6	,298.0,1	6
6034,M,18,2,10010,1	20	,0.0,1	20
704,F,35,9,48302,18	7	,301.0,18	7
5649,M,25,4,55417,1	6	,0.0,1	6
3964,M,35,11,20895,1	16	,49.0,1	16
3097,M,25,4,55417,1	6	,76.0,1	6
4664,M,25,7,20016,1	0	,33.0,1	0
5265,M,25,0,44691,1	2	,25.0,1	2
1878,M,25,0,98115,1	2	,143.0,1	2
2358,M,50,1,19481,1	5	,111.0,1	5
2436,F,50,6,48094,18	9	,106.0,18	9
5211,F,25,6,90405,18	9	,26.0,18	9
75,M,35,20,80222,1	21	,710.0,1	21
4654,M,18,4,73071,1	6	,33.0,1	6
4772,M,56,13,10025,1	14	,31.0,1	14
2573,M,25,7,30041,1	0	,99.0,1	0
4491,F,45,0,10036,18	2	,36.0,18	2
4029,F,25,7,94115,18	0	,47.0,18	0
525,M,35,12,95051,1	19	,352.0,1	19
3182,M,35,20,94574,1	21	,73.0,1	21
637,F,25,1,92037,18	5	,318.0,18	5
1236,M,25,17,94041,1	4	,205.0,1	4
5075,M,45,14,55416,1	12	,28.0,1	12
1113,M,25,4,99163,1	6	,223.0,1	6
1396,F,25,14,37076,18	12	,189.0,18	12
4516,F,18,4,06074,18	6	,36.0,18	6
1272,M,45,15,85255,1	17	,202.0,1	17
2402,F,18,4,84109,18	6	,108.0,18	6
565,M,25,4,92037,1	6	,341.0,1	6
4515,F,45,7,77006,18	0	,36.0,18	0
5658,M,35,2,03431,1	20	,0.0,1	20
760,M,35,1,53704,1	5	,289.0,1	5
4615,M,25,14,94117,1	12	,34.0,1	12
4901,M,35,14,74012,1	12	,30.0,1	12
4351,M,35,7,19004,1	0	,39.0,1	0
3063,M,35,5,91343,1	8	,77.0,1	8
1648,M,25,12,94043,1	19	,160.0,1	19
5853,M,56,13,94306,1	14	,0.0,1	14
280,M,35,16,94705,1	22	,468.0,1	22
2862,F,35,7,08318,18	0	,87.0,18	0
708,F,18,4,27514,18	6	,301.0,18	6
5600,M,45,14,46038,1	12	,0.0,1	12
5540,M,50,6,05055,1	9	,0.0,1	9
3159,M,35,2,90292,1	20	,74.0,1	20
4064,M,56,13,76051,1	14	,46.0,1	14
749,M,35,0,04473,1	2	,292.0,1	2
1847,F,35,15,06119,18	17	,145.0,18	17
122,M,25,7,05346,1	0	,635.0,1	0
4768,M,25,0,22101,1	2	,31.0,1	2
3672,F,25,0,04473,18	2	,57.0,18	2
2331,M,35,1,55454,1	5	,113.0,1	5
2893,M,18,1,50201,1	5	,85.0,1	5
2369,M,35,14,01746,1	12	,110.0,1	12
2393,M,25,9,44310,1	7	,109.0,1	7
3493,M,18,12,02215,1	19	,63.0,1	19
3422,F,1,10,79605,18	11	,65.0,18	11
3626,F,45,17,55419,18	4	,59.0,18	4
4854,F,25,7,78703,18	0	,31.0,18	0
4139,M,18,1,60626,1	5	,44.0,1	5
3424,M,56,7,40505,1	0	,65.0,1	0
5539,M,18,18,56002,1	3	,0.0,1	3
5399,M,18,12,10027,1	19	,23.0,1	19
1892,M,18,10,79605,1	11	,142.0,1	11
5567,F,25,6,55417,18	9	,0.0,18	9
1869,F,18,0,91765,18	2	,144.0,18	2
2222,F,18,4,48109,18	6	,118.0,18	6
3622,M,45,17,18036,1	4	,59.0,1	4
4222,M,25,11,13031,1	16	,42.0,1	16
5778,M,25,7,02035,1	0	,0.0,1	0
1918,M,18,20,02601,1	21	,140.0,1	21
1229,F,18,0,75115,18	2	,206.0,18	2
2859,M,25,14,68502,1	12	,87.0,1	12
5056,M,1,0,92804,1	2	,28.0,1	2
460,M,25,0,60647,1	2	,376.0,1	2
4122,M,45,0,06804,1	2	,44.0,1	2
4840,F,35,16,24450,18	22	,31.0,18	22
2465,M,25,17,32250,1	4	,105.0,1	4
5352,M,35,17,03824,1	4	,23.0,1	4
4256,M,25,17,90245,1	4	,42.0,1	4
3824,M,50,1,55405,1	5	,53.0,1	5
305,M,25,2,97205,1	20	,447.0,1	20
3402,F,25,16,02465,18	22	,66.0,18	22
3021,M,45,17,48310,1	4	,79.0,1	4
2024,M,35,7,03885,1	0	,132.0,1	0
4936,F,35,9,02816,18	7	,30.0,18	7
4286,M,25,2,90035,1	20	,41.0,1	20
3447,M,35,11,95405,1	16	,64.0,1	16
4960,M,35,12,55122,1	19	,29.0,1	19
4919,M,35,7,90014-1718,1	0	,30.0,1	0
4934,F,56,6,01852,18	9	,30.0,18	9
23,M,35,5,96707-1321,1	8	,934.0,1	8
963,F,35,16,95828,18	22	,251.0,18	22
3911,F,56,0,98801,18	2	,50.0,18	2
116,M,25,19,31401,1	13	,647.0,1	13
1147,M,50,16,55347,1	22	,218.0,1	22
5248,M,50,11,04102,1	16	,25.0,1	16
3843,M,25,17,98033,1	4	,52.0,1	4
139,M,25,14,24450,1	12	,613.0,1	12
2782,M,18,18,52301,1	3	,90.0,1	3
1651,M,50,1,93105,1	5	,160.0,1	5
2532,M,45,3,50312,1	15	,102.0,1	15
1024,M,18,20,91505,1	21	,241.0,1	21
2505,M,35,16,19003,1	22	,103.0,1	22
1652,M,56,1,23608,1	5	,160.0,1	5
2680,M,25,3,32580,1	15	,95.0,1	15
4025,F,25,3,38134,18	15	,47.0,18	15
5565,M,35,7,15203,1	0	,0.0,1	0
1278,M,25,3,94118,1	15	,201.0,1	15
5098,M,56,13,63122,1	14	,27.0,1	14
3602,M,50,15,12740,1	17	,59.0,1	17
2954,F,18,4,06268,18	6	,82.0,18	6
2940,M,50,1,19087-3622,1	5	,82.0,1	5
1369,M,18,4,26201,1	6	,192.0,1	6
566,M,45,16,60302,1	22	,341.0,1	22
5811,M,45,0,23462,1	2	,0.0,1	2
1019,F,25,0,91107,18	2	,242.0,18	2
5312,M,50,15,02474,1	17	,24.0,1	17
5464,F,18,4,94121,18	6	,0.0,18	6
3867,M,56,1,03825,1	5	,51.0,1	5
1191,F,18,0,91107,18	2	,212.0,18	2
5311,F,56,7,93060,18	0	,24.0,18	0
5310,M,56,16,55901,1	22	,24.0,1	22
2863,M,35,17,23451,1	4	,87.0,1	4
5526,F,56,13,03261,18	14	,0.0,18	14
4422,F,50,0,04259,18	2	,38.0,18	2
3853,M,35,17,06110,1	4	,52.0,1	4
5247,M,18,15,21042,1	17	,25.0,1	17
3370,F,25,14,94110,18	12	,67.0,18	12
3922,M,56,11,04259,1	16	,50.0,1	16
4606,M,1,10,03608,1	11	,34.0,1	11
981,F,35,16,03301,18	22	,248.0,18	22
4750,M,35,16,10014,1	22	,32.0,1	22
4355,F,35,9,03769,18	7	,39.0,18	7
3470,M,25,4,22030,1	6	,64.0,1	6
4150,M,25,1,02571,1	5	,44.0,1	5
5086,F,35,7,10012,18	0	,27.0,18	0
274,F,25,4,04101,18	6	,471.0,18	6
2736,M,56,17,03801,1	4	,93.0,1	4
2543,M,45,1,22314,1	5	,101.0,1	5
1460,M,45,14,07458,1	12	,181.0,1	12
5962,M,25,17,23462,1	4	,0.0,1	4
5362,F,25,3,46227,18	15	,23.0,18	15
4696,M,25,2,46142,1	20	,33.0,1	20
4810,M,25,0,46227,1	2	,31.0,1	2
1214,M,45,3,04011,1	15	,209.0,1	15
2551,M,25,12,94114,1	19	,100.0,1	19
4607,F,50,6,04086,18	9	,34.0,18	9
2559,M,45,1,78212,1	5	,100.0,1	5
4067,M,25,0,60618,1	2	,46.0,1	2
403,F,35,6,48105,18	9	,396.0,18	9
888,F,25,14,55104,18	12	,263.0,18	12
469,M,45,6,22630,1	9	,371.0,1	9
5494,M,1,11,94610,1	16	,0.0,1	16
929,M,35,7,85331,1	0	,257.0,1	0
1134,M,35,2,55104,1	20	,220.0,1	20
626,F,25,2,94133,18	20	,321.0,18	20
1368,M,18,4,55116,1	6	,192.0,1	6
5495,F,50,7,94123,18	0	,0.0,18	0
2261,F,25,6,48108,18	9	,116.0,18	9
2731,F,35,0,46142,18	2	,93.0,18	2
2399,M,45,16,10962,1	22	,108.0,1	22
706,M,35,7,98103,1	0	,301.0,1	0
3908,F,35,17,84067,18	4	,50.0,18	4
2704,M,25,1,19335,1	5	,94.0,1	5
3744,F,18,4,02809,18	6	,55.0,18	6
1490,M,18,4,80521,1	6	,178.0,1	6
1391,M,25,4,30349,1	6	,189.0,1	6
163,M,56,1,40601,1	5	,579.0,1	5
4609,F,25,16,45750,18	22	,34.0,18	22
5496,F,35,1,44107,18	5	,0.0,18	5
5059,M,35,1,45750,1	5	,28.0,1	5
1721,M,25,17,90031,1	4	,154.0,1	4
3199,M,1,2,04101,1	20	,72.0,1	20
29,M,35,0,96707-1321,1	2	,866.0,1	2
1550,F,50,4,20902,18	6	,170.0,18	6
1956,M,18,12,80526,1	19	,137.0,1	19
4558,M,35,1,01773,1	5	,35.0,1	5
2740,M,18,14,25301,1	12	,92.0,1	12
2591,F,35,9,46077,18	7	,99.0,18	7
1896,M,18,14,80526,1	12	,142.0,1	12
1190,F,50,18,04849,18	3	,212.0,18	3
534,F,45,6,04240,18	9	,348.0,18	9
2843,M,25,1,20912,1	5	,87.0,1	5
4042,F,25,17,91007,18	4	,46.0,18	4
248,M,35,18,17350,1	3	,487.0,1	3
5120,M,50,11,04210,1	16	,27.0,1	16
1365,M,18,19,75080,1	13	,192.0,1	13
5389,F,35,0,01545,18	2	,23.0,18	2
472,M,18,4,46219,1	6	,371.0,1	6
1277,M,25,7,55411,1	0	,201.0,1	0
4118,M,25,17,94602,1	4	,45.0,1	4
1876,M,45,12,55436,1	19	,143.0,1	19
3644,M,35,0,13045,1	2	,58.0,1	2
2742,F,18,20,60194,18	21	,92.0,18	21
696,M,25,0,20008,1	2	,304.0,1	2
2794,M,1,10,55317,1	11	,89.0,1	11
1137,F,25,1,04210,18	5	,219.0,18	5
2296,M,25,14,17857,1	12	,115.0,1	12
3188,M,35,16,81321,1	22	,73.0,1	22
942,F,45,9,03862,18	7	,255.0,18	7
3189,M,25,20,14450,1	21	,73.0,1	21
4234,F,45,16,04074,18	22	,42.0,18	22
962,M,25,5,46254,1	8	,251.0,1	8
4695,M,45,1,48309,1	5	,33.0,1	5
5963,F,50,6,95014,18	9	,0.0,18	9
3632,F,45,6,63135,18	9	,59.0,18	9
2915,M,25,12,94114,1	19	,84.0,1	19
3678,F,35,1,23062,18	5	,57.0,18	5
2382,M,56,1,04032,1	5	,110.0,1	5
5231,M,45,7,03840,1	0	,25.0,1	0
1908,F,25,1,55413,18	5	,141.0,18	5
5386,F,25,2,90066,18	20	,23.0,18	20
3416,M,25,12,94131,1	19	,66.0,1	19
4142,F,35,6,54971,18	9	,44.0,18	9
1739,F,18,4,44515,18	6	,153.0,18	6
4986,F,45,3,44555,18	15	,29.0,18	15
5390,M,18,17,44406,1	4	,23.0,1	4
1216,M,35,0,42025,1	2	,209.0,1	2
4617,M,25,7,55346,1	0	,34.0,1	0
1791,F,50,13,03851,18	14	,149.0,18	14
1772,M,25,12,90034,1	19	,151.0,1	19
3242,M,25,7,94110,1	0	,71.0,1	0
3932,M,25,14,23434,1	12	,49.0,1	12
2547,M,25,1,04086,1	5	,101.0,1	5
4316,F,18,14,50401,18	12	,40.0,18	12
4236,M,25,2,60640,1	20	,42.0,1	20
1604,M,25,4,04309,1	6	,165.0,1	6
2883,M,25,0,94086,1	2	,85.0,1	2
5610,F,25,9,84037,18	7	,0.0,18	7
4881,M,18,20,63132,1	21	,31.0,1	21
1342,F,35,14,02130,18	12	,193.0,18	12
3250,M,56,12,04085,1	19	,70.0,1	19
161,M,25,16,04101,1	22	,580.0,1	22
1745,M,35,17,03820,1	4	,152.0,1	4
1152,F,45,6,04578,18	9	,217.0,18	9
2409,F,35,3,04108,18	15	,108.0,18	15
5715,M,18,12,04096,1	19	,0.0,1	19
4581,M,45,1,03909,1	5	,35.0,1	5
5230,M,56,11,13760,1	16	,25.0,1	16
4926,F,25,4,70808,18	6	,30.0,18	6
2869,M,35,0,97403,1	2	,86.0,1	2
4620,F,35,17,98201,18	4	,34.0,18	4
3025,M,25,4,94703,1	6	,79.0,1	6
4580,M,50,4,94070,1	6	,35.0,1	6
436,M,25,3,60626,1	15	,384.0,1	15
5926,F,45,9,95030,18	7	,0.0,18	7
5536,M,45,16,55406,1	22	,0.0,1	22
1308,M,45,11,03301,1	16	,197.0,1	16
5095,F,1,10,02906,18	11	,27.0,18	11
499,M,35,14,90266,1	12	,362.0,1	12
4979,M,56,1,23513,1	5	,29.0,1	5
2681,F,35,17,92509,18	4	,95.0,18	4
581,M,18,2,19072,1	20	,336.0,1	20
800,F,56,0,08055,18	2	,282.0,18	2
941,M,18,4,63108,1	6	,255.0,1	6
1937,F,25,1,79928,18	5	,139.0,18	5
5375,M,35,17,94132,1	4	,23.0,1	4
2871,M,25,12,55405,1	19	,86.0,1	19
3045,M,25,17,48092,1	4	,78.0,1	4
4588,M,35,7,14607,1	0	,35.0,1	0
3388,F,25,3,52001,18	15	,66.0,18	15
5535,M,35,6,84103,1	9	,0.0,1	9
591,M,35,16,16844,1	22	,333.0,1	22
1070,M,25,1,27713,1	5	,232.0,1	5
1166,M,25,12,94402,1	19	,215.0,1	19
5666,M,25,20,33626,1	21	,0.0,1	21
1473,M,25,7,11228,1	0	,180.0,1	0
2427,M,35,14,84057,1	12	,107.0,1	12
4003,M,35,12,95952,1	19	,48.0,1	19
389,M,50,15,63121,1	17	,401.0,1	17
2873,F,45,1,60417,18	5	,86.0,18	5
1096,M,50,17,49506,1	4	,227.0,1	4
1871,F,50,7,55082,18	0	,144.0,18	0
2567,M,35,15,85282,1	17	,100.0,1	17
2336,F,35,12,94014,18	19	,113.0,18	19
4081,M,18,12,84041,1	19	,45.0,1	19
3487,F,25,0,55421,18	2	,63.0,18	2
5617,F,50,20,98115,18	21	,0.0,18	21
4409,F,25,1,970025,18	5	,38.0,18	5
4191,F,25,1,02453,18	5	,43.0,18	5
2867,M,25,12,91423,1	19	,86.0,1	19
3854,M,18,20,85054,1	21	,52.0,1	21
1362,M,45,0,27312,1	2	,192.0,1	2
974,F,18,12,84107,18	19	,249.0,18	19
4626,M,18,0,84058,1	2	,34.0,1	2
4190,M,35,1,02144,1	5	,43.0,1	5
1320,F,25,15,92507,18	17	,196.0,18	17
1556,M,18,17,98121,1	4	,170.0,1	4
5199,M,45,18,99826,1	3	,26.0,1	3
4413,F,35,0,99801,18	2	,38.0,18	2
4339,F,35,6,55401,18	9	,40.0,18	9
5520,M,1,10,55616,1	11	,0.0,1	11
2151,M,45,0,97520,1	2	,123.0,1	2
999,F,25,3,92103,18	15	,245.0,18	15
4536,M,45,1,63105,1	5	,36.0,1	5
2751,M,50,17,63033,1	4	,92.0,1	4
3080,M,50,17,90031,1	4	,77.0,1	4
742,M,25,7,63303,1	0	,292.0,1	0
994,M,25,15,94040,1	17	,246.0,1	17
2059,F,25,0,55108,18	2	,130.0,18	2
5688,M,35,17,62958,1	4	,0.0,1	4
4933,F,18,4,63144,18	6	,30.0,18	6
1223,M,35,0,02108,1	2	,207.0,1	2
4957,F,18,4,55406,18	6	,29.0,18	6
1781,M,25,7,63105,1	0	,150.0,1	0
1004,F,50,11,94102,18	16	,245.0,18	16
5214,M,56,20,44281,1	21	,25.0,1	21
993,M,45,12,40515,1	19	,246.0,1	19
5795,F,50,0,55401,18	2	,0.0,18	2
5618,M,50,17,14568,1	4	,0.0,1	4
1939,M,50,0,62234,1	2	,139.0,1	2
1104,F,35,1,91106,18	5	,225.0,18	5
2715,M,35,17,90035,1	4	,94.0,1	4
537,M,45,2,94618,1	20	,347.0,1	20
4876,M,18,4,55104,1	6	,31.0,1	6
385,M,25,16,55421,1	22	,402.0,1	22
765,F,35,17,90291,18	4	,288.0,18	4
2812,F,25,14,48067,18	12	,89.0,18	12
1265,M,35,12,55082,1	19	,203.0,1	19
3004,M,45,0,92679,1	2	,80.0,1	2
5106,M,56,13,55804,1	14	,27.0,1	14
1122,M,35,15,77007,1	17	,222.0,1	17
146,M,25,2,48197,1	20	,597.0,1	20
592,M,18,7,55403,1	0	,333.0,1	0
1501,M,25,17,23454,1	4	,177.0,1	4
3209,M,56,1,55116,1	5	,72.0,1	5
1737,M,25,7,46220,1	0	,153.0,1	0
1311,M,25,6,55439,1	9	,197.0,1	9
2762,M,45,17,94931,1	4	,91.0,1	4
569,M,35,0,94110,1	2	,339.0,1	2
2354,M,1,10,63123-1507,1	11	,111.0,1	11
4225,M,50,14,55407,1	12	,42.0,1	12
2706,M,18,4,94708,1	6	,94.0,1	6
5094,F,50,20,95404,18	21	,27.0,18	21
5791,M,18,19,94111,1	13	,0.0,1	13
5519,F,25,12,94526,18	19	,0.0,18	19
5180,M,35,7,94086,1	0	,26.0,1	0
910,M,35,0,95118,1	2	,260.0,1	2
2007,F,56,2,949702,18	20	,133.0,18	20
5793,M,35,20,94131,1	21	,0.0,1	21
1653,M,35,0,90065,1	2	,160.0,1	2
4385,M,25,11,65775,1	16	,39.0,1	16
2210,M,25,4,92507,1	6	,119.0,1	6
3489,M,35,14,68108,1	12	,63.0,1	12
183,M,35,2,55423,1	20	,550.0,1	20
1386,M,25,1,55403,1	5	,190.0,1	5
756,M,50,1,55406,1	5	,291.0,1	5
4635,M,25,12,63043,1	19	,34.0,1	19
2010,F,45,16,55116,18	22	,133.0,18	22
1570,M,35,0,55405,1	2	,168.0,1	2
1810,M,35,0,29063,1	2	,147.0,1	2
5179,M,18,12,55401,1	19	,26.0,1	19
4060,F,56,8,90210,18	10	,46.0,18	10
5423,M,25,17,55105,1	4	,23.0,1	4
3228,M,25,0,55121,1	2	,71.0,1	2
3767,F,25,4,55407,18	6	,55.0,18	6
5929,F,56,14,91791,18	12	,0.0,18	12
5692,F,25,2,55106,18	20	,0.0,18	20
4314,M,45,17,54022,1	4	,40.0,1	4
2095,M,45,17,56001,1	4	,127.0,1	4
596,M,50,20,55419,1	21	,331.0,1	21
5406,M,35,7,94550,1	0	,23.0,1	0
4530,M,1,10,90210,1	11	,36.0,1	11
3168,F,18,4,48433,18	6	,73.0,18	6
3535,F,56,13,92407,18	14	,62.0,18	14
440,M,25,4,46254,1	6	,383.0,1	6
1159,F,25,2,63119,18	20	,216.0,18	20
1067,M,25,17,90505,1	4	,233.0,1	4
4797,M,35,12,49508,1	19	,31.0,1	19
4679,F,56,1,90402,18	5	,33.0,18	5
485,M,45,16,92807,1	22	,367.0,1	22
4206,M,35,3,48827,1	15	,43.0,1	15
5579,F,18,4,91030,18	6	,0.0,18	6
1346,M,25,20,60615,1	21	,193.0,1	21
3764,F,45,16,65441,18	22	,55.0,18	22
4145,M,45,15,63119,1	17	,44.0,1	17
200,M,18,4,64154,1	6	,539.0,1	6
5922,M,50,15,48103,1	17	,0.0,1	17
3497,M,18,4,26241,1	6	,63.0,1	6
2252,M,45,0,92626,1	2	,117.0,1	2
152,M,35,6,92672,1	9	,586.0,1	9
3426,F,35,1,89447,18	5	,65.0,18	5
4521,M,35,12,91104,1	19	,36.0,1	19
1034,F,56,12,90290,18	19	,239.0,18	19
1943,M,25,7,10025,1	0	,138.0,1	0
2747,F,56,13,90241,18	14	,92.0,18	14
1952,M,50,6,90504,1	9	,138.0,1	9
4800,M,35,7,91001,1	0	,31.0,1	0
2749,M,35,20,91505,1	21	,92.0,1	21
3213,F,45,1,14618,18	5	,72.0,18	5
2177,M,25,20,60615,1	21	,121.0,1	21
202,M,25,17,92584,1	4	,539.0,1	4
5930,F,25,14,05345,18	12	,0.0,18	12
5754,M,25,12,92404,1	19	,0.0,1	19
2229,M,25,4,70115,1	6	,118.0,1	6
5580,M,18,1,70006,1	5	,0.0,1	5
3723,F,25,4,89431,18	6	,56.0,18	6
2758,M,18,17,02139,1	4	,92.0,1	4
4106,F,56,13,60506,18	14	,45.0,18	14
1992,F,25,15,62901,18	17	,134.0,18	17
1062,F,25,17,19810,18	4	,233.0,18	4
4849,M,35,7,14850,1	0	,31.0,1	0
2582,M,35,12,11375,1	19	,99.0,1	19
1535,M,25,20,10010,1	21	,171.0,1	21
1747,F,35,4,97068,18	6	,152.0,18	6
2411,M,45,12,44312,1	19	,108.0,1	19
2444,F,45,6,60031,18	9	,106.0,18	9
630,F,18,2,55408,18	20	,319.0,18	20
5289,F,18,6,92145,18	9	,24.0,18	9
2135,F,35,6,23507,18	9	,125.0,18	9
5288,M,35,0,43081,1	2	,25.0,1	2
81,M,25,16,60614,1	22	,697.0,1	22
919,M,45,6,23452,1	9	,259.0,1	9
2904,F,35,7,30350,18	0	,84.0,18	0
