user,gender,age,occupation,zipcode
3139,M,25,2,55344
3888,M,35,17,68506
5166,M,45,18,77630
1843,M,18,4,57103
5482,M,1,10,97402
1846,M,35,0,40504
13,F,25,4,77006
1307,M,18,17,57106
4722,M,25,3,02494
5933,M,25,15,14803
2858,M,25,17,60659
5150,F,25,4,92507
5689,M,35,12,92507
564,M,25,20,41706
681,M,35,16,94108
5994,M,45,7,92965
4651,F,35,7,60137
607,M,25,5,55447
2970,F,56,0,98374
5981,F,35,2,02879
4181,M,35,16,61600
5000,M,25,15,15203
2663,M,56,7,55430
2422,M,25,17,03038
521,M,18,5,48185
782,M,18,17,66044
3304,M,18,4,11364
2025,F,25,6,74105
953,M,35,14,63304
174,F,25,6,32812
1269,M,25,2,33133
2086,M,25,11,02169
2445,M,25,18,53572
4954,M,45,0,53818
3477,M,25,14,54915
2626,M,25,0,98503
822,F,18,2,48823
5969,M,35,12,19050
3417,M,18,4,10044
2534,M,35,11,04287
5200,M,1,10,48867
1571,F,35,6,33314
5066,M,25,18,54915
230,M,50,7,68046
3418,F,56,0,00231
1115,M,50,3,96714
1058,M,18,0,32219
3366,F,18,3,32219
5224,M,18,1,57382
2977,F,35,0,52405
5187,F,25,9,41075
4026,M,18,0,76543
1051,M,35,20,60640
2410,M,35,20,60640
4387,M,35,3,93611
1215,M,25,2,90068
617,F,45,0,80010
335,F,18,15,02115
1585,M,35,6,96158
530,F,56,2,99701
4109,F,25,9,53719
2233,M,1,0,02322
5103,M,25,0,85024
2130,F,35,4,19104
3398,M,25,17,55446
6040,M,56,1,90210
1762,M,25,16,97378
598,M,35,20,94506
1749,F,35,3,95405
2975,M,25,12,55443
1247,F,35,7,78704
5149,F,1,10,02879
2743,M,18,12,60640
4668,F,25,15,02445
1240,M,35,17,32506
2659,F,35,9,02879
2438,F,25,17,48239
669,M,18,6,30064
1451,M,25,2,84321
1261,M,25,14,29609
3515,M,25,0,37205
2207,M,25,0,45458
1953,M,25,17,76028
5620,M,45,0,33759
4440,M,35,7,49034
4,M,56,17,22657
2769,M,50,16,97116
738,M,25,7,94117
979,M,18,4,33023
1938,M,18,1,02446
5693,M,35,11,43209
552,M,25,12,60068
1770,M,18,10,48439
39,M,25,17,75075
5063,F,35,1,85287
5191,M,25,7,78731
3671,F,50,7,10022
1961,M,18,4,77005
4582,M,18,4,77005
5513,M,50,11,33881
5794,M,35,18,60441
5976,M,50,1,88001
1734,M,50,1,60062
5714,M,25,0,06708
4315,M,25,6,94127
2477,M,25,2,90038
3534,M,18,4,78250
3339,M,35,7,02370
387,M,25,0,92008
6032,F,25,7,98188
1310,M,25,17,22302
4517,F,25,11,53711
3666,M,35,17,97232
2800,M,35,20,98106
4923,M,25,7,80202
357,M,18,4,85210
3954,F,25,0,94115
114,M,25,0,60611
1114,M,25,14,98103
1085,M,25,12,94608
2533,M,18,15,96661
1149,M,25,17,94901
5170,F,25,7,94121
3785,F,45,5,34610
4545,M,18,17,95121
1025,F,25,7,07090
2849,M,18,4,29649
3900,M,35,7,15137
2318,M,35,12,08852
3749,M,35,16,08753
3374,F,35,9,17055
2819,F,35,1,94043
1274,M,25,0,95903
4308,M,45,0,68144
3983,F,1,10,10706
4749,F,45,7,33324
674,M,25,14,60148
3533,M,45,14,55123
2618,M,25,4,98102
1728,M,35,5,08406
1344,M,25,2,10003
3166,M,25,20,29205
62,M,35,7,06680
2949,F,35,12,48109
2053,F,25,12,06906
2558,M,25,0,06880
636,M,25,4,68108
3938,F,25,1,94939
141,M,25,7,29662
2851,F,50,1,10706
410,M,25,2,30606
2077,M,25,17,83713
751,M,25,5,55100
3303,M,25,7,48070
2281,F,50,1,62221
771,M,18,6,21202
1654,M,25,0,80906
858,M,18,0,63116
894,M,25,7,21030
3476,M,35,17,89147
213,M,25,15,94062
3979,M,25,12,28227
753,M,25,2,98502
1950,M,35,7,19149
2265,M,25,15,68516
3375,M,25,7,53202
3607,F,56,3,30127
3605,M,25,14,10021
3171,M,35,1,92614
4307,M,35,15,53095
4757,M,18,12,97402
1235,F,35,0,04255
59,M,45,7,30076
3346,M,25,12,46725
4154,F,18,0,34744
4760,M,56,7,30097
992,M,25,12,89502
3558,M,1,10,02818
2997,M,35,0,32506
2129,M,25,17,60042
463,F,25,7,22201
5350,M,25,17,92111
936,M,18,5,55428
711,M,18,12,36115
876,M,35,17,94533
1086,M,50,17,07728
4756,M,25,1,39759
1485,M,45,7,43065
2368,M,25,15,94065
4992,M,25,18,80538
4689,M,25,14,53048
218,M,35,6,77083
5665,M,18,4,32608
752,M,25,17,92882
536,M,35,7,74401
3613,M,18,4,07030
416,M,18,4,20037
5162,M,25,1,48911
3448,M,25,17,67443
1751,M,25,17,60153
2412,M,18,4,02777
4748,M,18,4,77840
1011,M,25,0,10009
2443,M,35,1,44242
1923,M,25,14,37127
4872,M,45,7,01904-1355
5667,M,56,11,48070
4167,M,18,5,55116
2170,M,25,0,96818
2328,M,25,0,90266
4927,F,35,7,89128
4782,M,25,0,60645
1689,F,25,9,49442
730,M,25,5,54703
3682,M,45,13,89109
5174,M,18,4,02026
2544,F,25,0,60664
4779,F,18,4,94116
644,F,35,12,55555
1946,F,18,1,86314
4371,M,25,7,42518
891,M,56,7,94612
3291,F,50,14,08810
397,M,18,12,53188
1371,M,25,7,92612
4469,F,35,5,02021
2727,M,35,6,54751
770,M,50,0,55128
1598,M,25,17,27613
1304,M,50,6,11746
2022,M,25,2,98502
5489,M,25,1,06111
5345,F,50,3,34744
2584,F,18,1,45458
4964,M,25,0,94305
166,M,25,4,86314
383,M,25,15,02446
965,F,35,3,50322
867,M,25,1,14982
4165,M,35,17,06074
658,M,35,6,50265
3897,M,25,0,52556
2980,M,35,12,14619
4427,F,25,4,50265
2503,M,18,4,23112
168,M,25,0,61832
4045,F,45,2,98383
783,M,1,0,46979
3593,F,56,11,54401
3614,F,25,0,94602
5531,M,25,7,97267
4859,F,25,1,98027
5233,F,25,20,93401
3640,F,25,0,94115
5801,F,25,0,94703
5532,F,18,0,94587
1857,F,25,0,94110
2329,F,25,17,94618
2712,M,50,18,60516
80,M,25,6,68108
3129,M,18,4,21093
4959,F,18,4,53211
5192,F,18,4,91405
1378,M,45,14,02021
5609,M,25,7,02420
5433,M,25,7,48326
2301,M,18,0,17844
3452,M,18,1,45458
2133,M,18,12,36115
5940,M,18,0,94520
5711,F,35,9,19006
1891,M,25,6,06511
4932,F,35,1,89031
2272,M,18,4,55104
539,F,35,19,32095
46,M,25,7,60010
4159,M,35,6,20650
3423,M,50,7,20016
2710,M,25,15,98103
2450,M,35,17,78749
3513,M,35,7,80910
4878,M,25,15,98102
2273,M,25,17,53406
724,F,25,3,90020
4224,M,35,3,20122
4381,M,45,17,32837
2323,M,25,12,36115
4170,M,25,17,90804
249,M,25,20,44313
1746,M,45,20,98027
137,M,56,7,93711
48,M,25,17,32308
688,M,18,1,06279
5232,M,25,1,48105
1704,M,50,2,87020
4379,M,25,20,92101
173,F,25,1,22307
2168,M,18,4,60630
2860,F,18,6,84780
2638,F,25,7,43214
834,M,25,1,68516
185,M,18,2,02322
2839,M,25,7,40515
427,F,50,8,84770
1480,M,25,17,28804
5865,F,25,14,10033
3403,M,50,14,02651
3651,F,25,0,02176
17,M,45,18,26101
201,F,35,16,92054
4727,F,1,10,32043
2348,M,18,4,73071
3338,M,25,12,94065
3584,M,35,0,33884
814,M,25,7,12801
3233,M,25,15,70809-2612
3873,M,35,0,14086
475,M,18,3,92278
3664,M,25,12,60657
3812,M,50,16,60302
700,M,25,14,92614
3112,M,25,14,30340
2784,M,25,17,20886
4461,F,35,20,93449
4058,M,18,14,08822
1754,F,45,9,63119
805,M,25,0,89145
1706,M,45,17,44129
4372,M,18,4,12604
5168,M,25,17,10025
5360,M,25,0,94558
1305,M,50,20,29630
4893,F,1,10,95864
3111,M,45,14,63130
4394,M,35,3,45215
977,M,18,12,73112
4765,M,18,17,63544
5478,M,25,17,95050
2765,M,18,4,64468
4044,M,25,1,14613
3648,F,45,2,94558
2653,M,25,7,92103
4891,M,25,0,66605
4639,M,25,0,11235
5709,M,45,1,33705
303,M,35,16,22124
4395,M,25,3,83687
4017,M,25,7,54942
3341,M,18,2,44515
1421,M,56,14,55337
5941,M,50,16,78411
545,M,18,4,78759
239,M,25,12,92728
3132,M,35,7,95008
971,M,18,4,80513
1969,M,45,17,02067
2042,M,45,6,66203
3409,M,18,4,33143
2845,F,56,16,90039
449,M,25,20,91505
5122,M,25,6,79401
1951,M,35,16,02139
3620,F,35,0,20723
2332,M,35,0,60914
5866,M,56,17,92069
2595,M,45,11,01772
4187,M,25,17,02135
585,F,25,14,55343
3414,M,18,14,85282
1633,M,25,5,46239
1895,M,25,0,02542
2696,M,1,10,48445
3194,M,25,17,361069
3572,M,50,17,54409
4292,F,18,14,22201
1999,M,25,0,10021
3645,M,18,17,19104
1116,M,25,20,91505
5804,M,18,0,92037
2661,M,25,4,19104
1817,M,18,17,40207
2594,M,35,4,84123
5938,F,35,3,71111
296,M,25,4,02134
2973,F,35,9,60618
5598,M,25,18,30189
3571,M,45,0,73702
3707,M,35,17,63126
3390,M,25,14,95820
2538,M,18,4,53211
2834,M,35,2,92115
3279,M,50,12,90254
2650,M,25,12,77042
3702,M,25,2,94404
1830,F,25,16,67846
5670,M,25,0,55812
411,M,25,5,80227
1354,M,56,3,52240
1297,M,25,5,92117
5205,M,25,7,49221
5479,F,35,6,48073
516,M,25,0,44512
1832,M,35,18,72118
4825,F,35,12,01464
3278,M,56,2,92020
2779,M,25,2,92711-0571
5525,M,45,7,91405
353,M,35,20,32708
4745,M,45,17,40031
634,M,18,4,49855
3568,F,35,7,98074
4123,F,35,16,80401
345,F,45,1,96778
1073,F,25,12,22207
2693,M,25,0,90019
3156,F,45,12,61554
3419,M,45,0,44266
3820,M,25,4,60056
1583,F,18,4,60014
3831,F,45,1,12449
1242,M,25,12,55117
4656,M,18,4,32601
2237,M,35,0,12831
5003,M,25,0,94930-2010
668,M,35,11,40242
2105,M,45,7,46112
5992,F,45,1,03768
5237,F,35,14,55014
1494,M,25,1,45230
3599,F,56,0,98115
332,M,50,20,30030
3636,M,56,16,66502
915,M,18,11,65202
4216,M,25,0,30096
945,F,18,2,13603
3177,M,25,2,02903
5950,M,56,7,12345
1437,F,25,2,02903
647,F,18,4,80228
5669,F,25,6,23229
3184,M,25,7,60614
2251,M,35,0,30741
2938,F,25,5,43229
1018,F,25,0,44107
5134,M,35,14,22180
2071,M,35,13,78252
2887,F,50,9,59072
5432,M,25,4,66762
1416,F,45,0,97701
3329,M,56,13,95929
2282,M,25,0,30606
3655,M,25,7,75089
759,M,45,16,01880
4102,M,25,7,33324
4602,F,18,4,01742
1560,F,25,14,60647
1179,M,50,12,30030
2995,M,25,16,17350
4426,M,25,7,33309
337,M,25,4,32653
934,M,25,0,22015
1491,M,50,7,43081
1936,M,35,17,22810
2452,M,18,14,32825
978,M,35,17,45255
1457,M,45,0,74354
184,M,35,17,30701
3772,M,35,7,08876
570,F,25,1,01860
3913,M,45,16,20880
4488,M,56,13,46143
3144,M,50,0,21050
1154,M,35,7,12110
1432,M,1,7,48038
493,M,35,12,88005
5980,M,18,1,92802
1417,M,18,7,44039
5428,M,25,14,94533
4523,M,25,17,85210
4646,M,18,4,49503-1313
1783,M,25,1,77803
1339,M,25,0,48316-5601
2555,F,45,3,75605
278,M,50,0,33901
4955,M,25,14,17972
2036,F,45,20,75214
5351,M,35,17,54601
3274,M,25,6,77034
83,M,50,20,95236
740,M,35,14,53403
3742,F,35,9,32404
1558,M,25,5,45011
5206,F,56,6,77018
901,M,25,7,68164
4126,F,25,7,12533
506,M,25,4,02140
3165,F,56,3,21114
2540,M,35,7,89128
3974,M,25,0,42445
1860,M,25,12,56301
147,M,25,6,43551
2509,M,25,0,21113
3935,M,18,4,45251
2406,M,25,1,46530
4128,M,50,16,80206
5436,M,50,6,11510-2001
4078,M,25,16,97401
2290,M,25,20,75006
113,M,18,3,48005
484,M,35,15,94002
2155,F,25,15,94002
3618,F,35,3,95826
4519,M,56,13,40511
4831,M,45,17,53545
4332,M,18,4,30606
129,F,35,1,89431
733,M,45,11,33133
1615,M,35,6,60061
3323,M,18,14,01604
4911,M,25,2,43551
318,M,25,18,36264
182,M,35,3,68122
882,M,50,0,98826
6036,M,1,10,28270
4838,M,35,6,18249
477,M,25,6,73118
4731,M,25,14,80232
951,M,25,18,55412
5011,M,50,6,32726
869,M,25,7,60559
3917,F,35,1,29070
74,M,45,0,20851
5706,F,45,5,48341
3066,M,25,0,19010
3980,M,45,20,91607
5707,M,56,3,89185
5148,M,35,15,19406
2403,M,25,15,93107
2521,M,25,17,33823
1192,M,50,6,93111
5437,M,25,6,70003
5522,M,35,6,78746
3936,M,25,16,47901
4251,M,25,17,55344
1120,F,35,2,22030
1212,M,25,15,28226
454,M,35,17,26505
3035,M,35,1,48912
4156,M,18,12,19403
2270,M,25,20,79912
238,M,56,14,92630
1621,M,56,13,14215
57,F,25,6,79416
721,F,1,10,55391
4503,M,1,4,63376
705,M,25,3,77057
110,M,25,7,79416
1517,M,56,6,77379
2958,M,25,17,55410
3395,F,25,0,19063
1715,M,25,4,70806
909,M,25,17,49017
3784,M,25,0,10013
1431,M,25,15,60004
5239,M,25,7,63366
2569,M,35,7,53150
2174,M,35,17,94954
5124,M,56,6,77096
3134,M,18,4,23233
3937,M,1,10,48655
2359,M,18,16,11211
1972,M,18,16,42141
4184,M,50,7,34243
5918,M,25,16,95437
662,F,25,0,23221
4853,M,35,17,77536
5708,M,35,3,97202
5861,F,45,7,41722
4076,M,25,15,32603
633,M,45,18,47129
5129,M,35,17,58503
1512,M,35,14,48187
297,M,25,15,99353
550,M,35,7,07040
1374,M,18,4,43551
1373,M,25,3,91221
4246,M,50,1,39401
4354,M,25,16,71118
2183,M,45,7,08876
875,M,18,19,82070
2960,F,25,4,46807
861,M,25,18,62330-1408
5130,M,35,2,13676
631,M,25,17,53188
3014,M,50,17,16803
4039,M,35,6,60025
5323,M,56,11,12144
1637,M,35,6,48439
2489,M,45,7,97720
2383,M,25,17,80112
3104,M,45,4,77009
2494,F,45,12,85283
3521,M,1,10,46321
4481,M,50,16,60056
3074,M,25,7,91941
3577,M,25,7,91423
610,M,56,14,40207
176,M,25,0,32112
1197,M,35,17,95014
6019,M,56,7,01040
5459,F,25,5,60441
2278,M,18,4,02451
5460,F,50,1,78681
5438,M,35,17,44301
3647,F,50,7,02889
2814,F,35,7,55021
3940,M,35,1,32792
563,M,25,0,29672
4808,M,45,20,43201
2070,M,25,14,74114
1853,M,50,17,16801
5462,M,25,1,29440
3990,M,50,17,85712
502,M,56,20,95123
4144,M,50,18,97321
5553,F,1,10,90039
5723,F,50,9,01450
2969,M,35,20,10027
1201,M,45,0,90404
2197,F,25,14,23221
5724,M,56,7,08901
5167,M,35,1,50677
4239,F,25,14,94114
5722,F,25,7,75240
359,M,25,20,22032
2613,F,45,6,37766
1,M,50,0,66048
3187,M,45,7,53713
2254,M,56,16,79705
3340,M,35,7,19901
3928,F,18,11,29063
4504,F,35,3,20110
3076,M,35,0,66204
5555,M,45,7,19008
1786,M,35,17,90680
5881,F,50,16,08033
1659,F,35,20,94949
3244,M,56,13,13502
2854,F,25,7,33177
4287,M,25,18,80903
1082,M,25,1,91730
5548,M,50,7,32114
4284,M,25,14,90274
363,M,25,7,33308
3506,F,56,20,63026
4795,M,50,7,74137
4802,M,35,14,91364
3262,M,45,17,89108
5315,F,45,15,55446
6014,M,35,17,77521
1066,M,56,13,93907
1627,M,18,4,60637
2688,F,56,13,95050
5254,M,35,14,14221
5465,F,45,1,18042
4193,M,18,4,80631
4462,F,25,9,32712
4038,M,45,7,10543
5470,F,25,0,65550
5721,M,25,7,21234
2045,M,25,18,58270
1039,M,35,7,06905
4443,F,25,15,87801
4098,F,35,1,22947
1053,M,35,1,90731
4213,F,35,0,90403
5786,M,56,0,37363
2248,M,25,17,85710
5990,M,45,5,77662
1893,M,56,18,56716
447,M,35,7,63125
4525,F,25,0,20121
781,M,25,7,77006
5368,M,25,17,01752
452,M,18,4,18042
3214,M,50,17,23233
2587,M,35,17,95125
1158,M,35,0,97225
2985,M,35,4,53818
2231,F,45,17,55976
2001,F,35,17,60148
693,F,45,1,48198
2298,F,25,3,48197
4974,F,35,6,76021
84,M,25,19,11414-2520
5833,M,50,18,20706
3789,M,35,17,94010
5655,M,56,13,34235
4583,F,50,18,20706
4103,F,35,20,75287
2122,M,35,4,37917
1778,F,45,3,48130
2279,M,50,2,90029
4169,F,25,3,07960
2215,M,25,14,77450
108,M,35,16,44691
3458,M,50,7,52402
3514,M,35,17,55330
2830,M,35,7,11767
2184,M,50,7,78704
1926,M,56,7,32137
5916,M,35,17,48146
3286,M,50,12,44286
4918,F,35,7,48034
3684,M,25,4,82601
3109,M,25,4,26508
3268,F,18,17,65203
678,F,50,0,33313
2828,M,45,7,60139
3105,F,35,3,28262
801,M,45,11,03301
5365,M,25,17,38654
4527,M,50,12,13041
5367,F,1,2,78945
2415,M,50,16,38122
496,M,25,17,19711
5831,M,35,17,45380
881,M,25,16,59079
1256,F,35,6,07950
4585,F,35,6,06512
4804,M,25,7,40205
5731,M,45,1,60102
1462,M,25,12,03060
3601,M,56,13,78681
5256,M,35,7,02171
1107,F,45,20,04046
1288,M,35,18,27603
5547,M,45,7,13211
575,M,35,7,83405
2643,M,45,17,37923
4792,M,45,13,30030
2560,F,45,1,04258
5135,F,45,16,14468
3154,F,45,0,96821
2,M,35,16,98133
4686,F,45,7,09094
386,M,25,16,43215
3332,M,35,17,27587
1534,M,56,13,92120
5467,M,35,0,15801
3879,F,25,9,98632
2511,M,50,7,40601
267,M,35,0,62704
1646,M,35,17,11554
960,M,25,7,35244
5144,F,25,9,46580
1875,M,35,14,32068
4032,M,25,17,98661
1522,M,35,14,98125
3432,M,25,0,98178
4410,F,45,9,55391
2439,M,1,10,75633
5847,M,18,18,90605
3686,M,56,6,33030
4147,M,45,15,55391
836,F,18,14,85705
2773,F,25,2,43617
5037,F,18,4,98125
4687,M,35,11,38135
1041,M,50,1,45385
600,M,25,2,91910
5366,M,18,0,46250
135,F,45,17,27616
3136,M,45,7,67301
5070,M,25,0,94122
3091,M,25,0,33702
2189,M,25,0,36301
851,M,25,4,57006
3444,M,50,13,68502
78,M,25,18,78757
2778,F,25,7,07067
4935,M,25,17,79925
2055,M,18,4,44266
4862,M,25,6,75080
4450,F,35,14,60202
319,M,25,5,02891
4117,M,35,7,44125
3057,M,25,5,89114
3856,M,45,7,80525
621,F,50,6,75605
2311,M,18,4,82072
4962,M,25,5,60010
5917,M,25,0,30082
2588,F,45,13,94931
1671,M,35,17,37221
893,M,50,3,75650
1985,F,25,14,78232
4444,F,45,6,85719
4961,M,35,6,45011
5951,F,25,3,60606
1731,M,50,2,33134
2060,M,25,1,70458
311,M,35,0,74011
2470,F,25,0,40241
1028,M,18,20,76135
5197,F,18,5,46222
3877,M,25,2,78748
5654,F,25,17,76021
4940,M,35,17,33433
1161,M,25,0,66614
1622,M,25,12,75007
18,M,25,1,44240
212,F,25,14,44304
3483,M,18,17,45701
2111,F,18,20,77304
5468,M,45,0,30189
6038,M,18,2,95843
3445,M,18,2,29118
1752,M,25,12,37919
468,M,18,4,11010
2414,M,25,7,11215
264,M,35,14,78611
4420,M,50,14,08028
1141,M,35,16,85730
4367,F,35,9,83616
5306,M,35,17,04457
3430,M,18,4,33168
2030,F,25,9,98001
2097,M,35,15,83616
1557,M,25,17,85016
1447,M,35,14,91602
1829,M,25,18,98001
6035,F,50,16,46350
4925,M,18,15,02215
2504,M,35,0,52057
2330,M,18,17,22043
4574,M,50,7,30306
3951,M,25,16,07701
2244,F,18,4,63109
5447,M,35,17,75010
754,M,50,12,32920
2203,M,18,4,43201
654,F,25,5,40241
3886,F,25,5,27203
1763,M,25,0,32444
2570,M,18,17,06040
930,M,25,4,27278
2069,F,25,1,37153
547,M,25,4,65804
3590,M,25,18,14620
5977,F,18,4,93940
815,M,25,0,43623
5648,M,25,4,93940
49,M,25,5,74055
215,F,18,4,63109
340,M,45,3,75074
2518,M,25,4,48072
1189,M,25,0,11201
4842,F,18,4,43402
5743,M,18,4,43402
5952,M,18,4,43402
5077,M,25,4,43402
5544,M,50,6,43402
5636,M,18,1,44221
3924,M,18,4,43402
5773,F,18,4,43612
5163,F,18,4,43403
5299,F,18,4,43402
1625,M,18,4,10027
5397,F,18,14,43614
3019,M,25,15,90066
1027,M,25,1,57106
4296,M,25,14,98103
717,M,25,16,80013
1565,M,18,4,02143
253,F,45,2,19033
2728,M,25,14,65023
5305,M,18,19,40475
207,M,18,4,92122
2979,M,18,4,16802
5448,M,1,13,37130
1986,M,25,4,40504
2362,M,18,0,02215
1909,M,18,4,02134
2682,M,25,15,02135
775,F,50,0,02139
5970,F,45,12,15801
4202,M,25,15,92557
5837,M,45,0,90024
402,M,25,5,10463
4330,M,18,4,52241
4824,M,25,7,94109
38,M,35,7,98607
3236,M,45,17,93401
5953,M,18,0,51104
3804,M,25,14,46940
4567,M,25,5,85705
1859,F,25,0,94403
4759,M,1,14,80401
3473,M,25,12,21045
1725,M,25,0,43081
4245,F,35,7,60201
4244,M,25,7,76904
1312,M,25,12,19067
1842,F,35,5,47129
1736,M,50,0,11947
4814,M,35,6,37664
3067,M,35,1,81005
5925,M,18,4,98105
4404,M,50,15,94303
3610,M,56,2,91321
3349,F,25,12,80126
3350,M,25,3,19806
664,M,18,18,60435
72,M,45,5,32953
19,M,25,14,06880
1377,M,25,12,27513
3866,M,25,15,60611
1433,M,25,14,30101
1610,F,25,7,78666
4186,M,35,0,95667
3094,M,25,20,111225
4114,M,35,7,27511
1901,F,35,2,49770
1251,M,35,14,95492
615,F,25,4,15701-2017
1619,M,25,1,28027
2225,M,25,14,70005
1756,M,25,20,81101
5394,F,25,0,60156
5844,M,50,7,07405
5836,F,50,1,62052
3472,M,18,4,02148
2268,M,35,11,10022
1807,F,50,6,15333
3032,F,35,7,75601
4987,F,45,12,92037
745,M,35,12,15089
1668,M,25,6,94108
364,F,45,16,14424
551,M,35,1,94121
4755,M,35,7,28805
4333,M,18,4,10020
1716,M,45,1,50588
2214,M,25,7,98908
461,M,1,12,02138
3665,M,50,13,33015
590,M,25,0,94403
3957,M,25,18,26104
73,F,35,1,94044
1753,F,25,6,72703
1060,F,25,17,94613
2347,M,25,4,64112
6039,M,35,8,98674
3956,M,25,7,01850
1199,M,35,7,72703
408,M,18,4,78613
651,M,35,5,70123
1644,M,18,4,52405
5594,M,56,13,45322-3132
5839,F,1,10,10025
3246,M,45,0,33460
4784,M,18,4,22906
1499,M,45,2,06513
326,M,50,0,29678
2581,M,50,7,76054
2816,M,25,6,62702
5787,M,50,7,76054
3449,M,25,17,94118
623,M,50,0,01379
4518,M,56,1,85374
5738,F,25,0,65775
832,M,50,7,39648
223,M,50,16,29464
1108,M,18,4,61820
35,M,25,20,15701
1330,M,25,7,38261
54,M,45,7,92503
1890,M,35,7,62234
1824,M,25,1,16508
4956,M,56,0,61704
2401,M,18,3,48604
5571,M,56,13,29449
3821,M,18,4,53142
763,F,18,1,48067
2944,M,25,0,80903
4796,M,50,7,38135
849,M,25,4,45810
1327,M,35,12,15202
1782,M,45,1,81004
624,M,18,2,55304
1129,M,25,2,55113
5768,M,25,14,10021
1855,M,25,20,10012
5924,M,18,0,38111
4027,M,25,14,27605
4331,M,35,6,84102
3870,F,35,1,92103
1515,M,18,4,85701
2226,M,25,7,10025
3910,M,25,12,53045
3491,M,18,4,72202
515,M,18,19,17517
4805,M,18,12,53715
5405,F,45,1,01379
5407,M,25,12,0956456
4968,M,35,19,01054
3574,F,25,14,94301
3122,M,1,10,55427
5404,M,35,0,94610
36,M,25,2,11105
4275,M,56,1,53705
5279,M,25,16,47274
4066,M,25,7,49686
6027,M,18,12,02115
5960,M,18,2,27514
5772,F,1,10,99016
5278,M,18,16,24541
3146,M,18,12,60622
2621,M,25,0,22306
4528,F,35,16,48237
5880,F,25,9,48306
3512,F,18,9,73008
1624,M,45,16,55011
3400,M,25,14,02134
5739,M,35,14,48217
4323,M,25,7,05346
908,M,25,0,69301
2649,F,25,9,84037
900,M,35,10,94133
4468,F,25,6,22903
5277,M,35,12,19107
4994,M,35,14,94085
1998,M,35,17,19473
3051,M,18,4,98105
811,F,25,4,90034
3087,M,25,0,21532
4667,M,45,17,60185
2620,M,35,7,21013
2066,F,1,10,17036
1970,M,50,16,11963
4223,M,25,4,60614
4736,F,1,10,03608
5403,F,25,7,48237
1792,M,35,7,48306
250,M,25,0,02134
130,F,18,4,63332
2119,F,56,13,97113
3282,M,25,1,19103
4205,F,25,0,55408
5450,M,50,1,48371
3570,F,45,0,11372
677,M,35,7,30324
4034,M,25,4,01604
5051,M,35,14,07920
4198,F,25,4,48042
2474,M,25,17,02139
4036,F,18,20,55104
532,M,25,15,02143
1640,M,18,4,66044
952,F,45,1,43202
4769,M,35,16,55303
3155,M,25,18,97034
1669,F,18,4,94611
5883,F,25,4,22207
2674,F,35,3,48237
4195,F,35,0,04287
1100,M,25,0,46240
2283,M,35,14,55415
3546,M,35,7,10021
4777,F,35,2,33619
4090,M,25,15,10461
1742,M,25,15,92656
2531,F,1,10,90291
291,M,25,0,27403
3565,F,25,0,02144
1483,F,25,4,53951
2257,F,25,4,53951
835,F,18,4,78705
4629,F,18,4,94702
3060,M,25,12,41042
5720,F,45,1,10469
2121,M,25,17,61615
4966,M,25,20,11717
3654,F,25,6,55433
3365,M,25,14,97202
2148,F,25,1,97225
2250,F,18,17,94606
1765,M,25,4,94305
5660,M,25,12,55433
4742,M,25,16,22207
3918,M,25,12,84062
3510,M,25,7,92691
672,M,25,14,97219
2838,M,56,1,45224
5726,F,56,6,23225
5268,F,18,4,94309
5267,F,25,4,94610
2525,M,18,4,94111
3794,M,25,0,98040
3253,M,1,0,48302
2576,M,50,20,98119
722,M,18,4,94703
6034,M,18,2,10010
704,F,35,9,48302
5649,M,25,4,55417
3964,M,35,11,20895
3097,M,25,4,55417
4664,M,25,7,20016
5265,M,25,0,44691
1878,M,25,0,98115
2358,M,50,1,19481
2436,F,50,6,48094
5211,F,25,6,90405
75,M,35,20,80222
4654,M,18,4,73071
4772,M,56,13,10025
2573,M,25,7,30041
4491,F,45,0,10036
4029,F,25,7,94115
525,M,35,12,95051
3182,M,35,20,94574
637,F,25,1,92037
1236,M,25,17,94041
5075,M,45,14,55416
1113,M,25,4,99163
1396,F,25,14,37076
4516,F,18,4,06074
1272,M,45,15,85255
2402,F,18,4,84109
565,M,25,4,92037
4515,F,45,7,77006
5658,M,35,2,03431
760,M,35,1,53704
4615,M,25,14,94117
4901,M,35,14,74012
4351,M,35,7,19004
3063,M,35,5,91343
1648,M,25,12,94043
5853,M,56,13,94306
280,M,35,16,94705
2862,F,35,7,08318
708,F,18,4,27514
5600,M,45,14,46038
5540,M,50,6,05055
3159,M,35,2,90292
4064,M,56,13,76051
749,M,35,0,04473
1847,F,35,15,06119
122,M,25,7,05346
4768,M,25,0,22101
3672,F,25,0,04473
2331,M,35,1,55454
2893,M,18,1,50201
2369,M,35,14,01746
2393,M,25,9,44310
3493,M,18,12,02215
3422,F,1,10,79605
3626,F,45,17,55419
4854,F,25,7,78703
4139,M,18,1,60626
3424,M,56,7,40505
5539,M,18,18,56002
5399,M,18,12,10027
1892,M,18,10,79605
5567,F,25,6,55417
1869,F,18,0,91765
2222,F,18,4,48109
3622,M,45,17,18036
4222,M,25,11,13031
5778,M,25,7,02035
1918,M,18,20,02601
1229,F,18,0,75115
2859,M,25,14,68502
5056,M,1,0,92804
460,M,25,0,60647
4122,M,45,0,06804
4840,F,35,16,24450
2465,M,25,17,32250
5352,M,35,17,03824
4256,M,25,17,90245
